City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Ternate,0.8,127.4,83.68,71,54,2.75,ID,1619831701
Lorengau,-2.0226,147.2712,86.07,63,32,2.57,PG,1619831702
Eucaliptus,-17.5833,-67.5167,42.8,36,3,4.61,BO,1619831704
Zavallya,48.2135,30.0156,51.94,94,15,6.26,UA,1619831704
Bela,25.9333,81.9833,85.89,27,0,4.72,IN,1619831704
Marrakesh,31.6315,-8.0083,55.4,71,40,5.75,MA,1619831705
Okoneshnikovo,54.8377,75.0834,41.5,55,8,17.4,RU,1619831705
Kibala,9.1104,18.3463,86.0,51,0,9.22,TD,1619831706
Shintomi,32.0785,131.4723,69.8,73,75,2.3,JP,1619831706
Vestmannaeyjar,63.4427,-20.2734,37.69,95,66,10.89,IS,1619831707
Alekseyevsk,57.8406,108.3492,35.85,97,100,7.87,RU,1619831707
Dannenberg,53.0967,11.09,44.01,88,91,4.81,DE,1619831708
Hualmay,-11.0964,-77.6139,66.52,89,7,7.38,PE,1619831708
Aitape,-3.1374,142.3475,84.72,69,100,1.66,PG,1619831709
Masingbi,8.7833,-11.95,74.91,83,14,3.06,SL,1619831709
Mollendo,-17.0231,-72.0147,65.55,86,56,7.87,PE,1619831693
Pelym,61.0108,61.9978,31.5,62,88,4.52,RU,1619831710
Fortuna,40.5982,-124.1573,57.99,100,40,10.36,US,1619831710
Challans,46.8436,-1.8749,45.0,81,0,4.61,FR,1619831711
Lata,40.1629,-8.3327,53.01,91,30,5.01,PT,1619831711
Deep River,46.1001,-77.4995,35.6,64,90,18.41,CA,1619831711
Tupelo,34.2576,-88.7034,69.8,52,1,3.44,US,1619831712
Lima,-12.0432,-77.0282,69.01,82,40,9.22,PE,1619831712
Swan River,52.1058,-101.2676,64.4,27,71,4.61,CA,1619831712
Loukhi,66.0764,33.0381,22.3,88,43,5.06,RU,1619831713
Mayumba,-3.432,10.6554,78.28,89,100,4.79,GA,1619831713
La Paz,-16.5,-68.15,35.6,80,7,4.61,BO,1619831491
Florida,28.7505,-82.5001,73.99,88,1,4.61,US,1619831714
Palmer,42.1584,-72.3287,50.0,53,75,26.46,US,1619831714
Margate,51.3813,1.3862,42.01,82,12,1.01,GB,1619831715
Oga,46.4631,10.347,54.0,100,75,3.44,IT,1619831715
Gerāsh,27.6652,54.1371,66.2,63,0,2.1,IR,1619831715
Katsuura,35.1333,140.3,69.01,72,40,6.91,JP,1619831716
Port Hardy,50.6996,-127.4199,51.8,87,75,8.05,CA,1619831716
San Quintín,30.4833,-115.95,69.84,59,0,13.58,MX,1619831715
Komarikhinskiy,58.0979,57.1163,46.4,42,0,15.66,RU,1619831716
Taoudenni,22.6783,-3.9836,76.33,54,99,9.24,ML,1619831717
Kokologo,12.1897,-1.8856,91.4,40,20,6.91,BF,1619831717
Santa Maria,-29.6842,-53.8069,62.6,72,0,3.44,BR,1619831717
Mirny,62.5353,113.9611,37.72,75,97,8.19,RU,1619831718
Magadan,59.5667,150.8,34.2,81,96,1.72,RU,1619831718
Linqiong,30.4159,103.4609,79.0,88,11,1.16,CN,1619831719
Provideniya,64.3833,-173.3,28.74,75,100,5.95,RU,1619831719
Three Hills,51.7001,-113.2686,71.6,14,23,27.63,CA,1619831719
Srandakan,-7.9386,110.2506,81.14,77,87,4.52,ID,1619831522
Baruun-Urt,46.6806,113.2792,35.47,64,100,10.83,MN,1619831720
Río Cuarto,-33.1307,-64.3499,60.8,59,0,12.66,AR,1619831720
The Valley,18.217,-63.0578,79.0,73,20,9.22,AI,1619831668
Ossora,59.2353,163.0719,34.34,86,33,4.32,RU,1619831720
Panzhihua,26.5851,101.7128,72.18,56,100,0.38,CN,1619831721
Province of Mantua,45.1667,10.7833,55.99,90,58,1.99,IT,1619831483
Goma,-1.6792,29.2228,60.96,91,100,2.66,CD,1619831721
Dicabisagan,17.0818,122.4157,84.67,60,10,4.29,PH,1619831722
Durusu,41.3053,28.6767,64.99,82,0,3.44,TR,1619831722
Kavaratti,10.5669,72.642,84.38,74,51,6.93,IN,1619831723
Bauchi,10.5,10.0,80.71,32,5,7.0,NG,1619831723
Mikuni,36.2171,136.1519,59.0,72,90,4.61,JP,1619831723
Buala,-8.145,159.5921,84.72,66,97,4.76,SB,1619831724
Vila Franca do Campo,37.7167,-25.4333,50.0,81,20,3.44,PT,1619831724
San Patricio,28.017,-97.5169,73.99,94,90,13.8,US,1619831725
Bukachacha,52.9833,116.9167,47.98,40,0,4.81,RU,1619831725
Chapais,49.7834,-74.8492,32.0,80,90,19.57,CA,1619831726
Stepnyak,52.8339,70.7803,39.06,60,1,14.58,KZ,1619831726
Hay River,60.8156,-115.7999,33.8,80,100,3.44,CA,1619831727
Arrondissement du Havre,49.5833,0.3333,39.2,87,4,4.61,FR,1619831727
Talnakh,69.4865,88.3972,23.34,81,13,2.77,RU,1619831728
Kampot,10.6167,104.1833,80.6,89,40,4.61,KH,1619831728
Itaituba,-4.2761,-55.9836,74.03,97,100,1.16,BR,1619831729
Penalva,-3.2942,-45.1736,74.46,95,100,2.98,BR,1619831729
Houma,29.5958,-90.7195,77.0,83,1,4.61,US,1619831729
Dunedin,-45.8742,170.5036,57.0,57,20,8.99,NZ,1619831729
Novyy Urgal,51.0736,132.5642,47.41,56,99,1.79,RU,1619831730
Lidköping,58.5052,13.1577,32.0,86,75,3.44,SE,1619831730
Santa Rita,-7.1139,-34.9781,75.2,94,40,5.75,BR,1619831731
Maragogi,-9.0122,-35.2225,76.57,84,99,9.31,BR,1619831731
Catherinas Lust,6.4,-57.6,76.84,85,98,6.44,GY,1619831732
Owando,-0.4819,15.8999,71.46,96,100,0.94,CG,1619831732
Olafsvik,64.8945,-23.7142,33.78,69,67,28.81,IS,1619831732
Benghazi,32.1167,20.0667,81.68,25,59,10.74,LY,1619831733
Pathein,16.7833,94.7333,83.35,68,4,3.29,MM,1619831733
Novaya Malykla,54.2,49.95,50.45,64,93,17.16,RU,1619831733
Tual,-5.6667,132.75,83.23,74,26,13.89,ID,1619831734
Khāsh,28.2211,61.2158,64.47,54,100,1.7,IR,1619831734
Broome,42.2506,-75.833,39.99,80,90,17.27,US,1619831734
Mattru,7.6244,-11.8332,75.9,92,43,2.66,SL,1619831735
Jambi City,-1.6,103.6167,77.22,90,97,2.24,ID,1619831735
Sørland,67.667,12.6934,35.67,60,100,13.87,NO,1619831481
Praia da Vitória,38.7333,-27.0667,60.01,77,40,6.15,PT,1619831736
Qidong,31.8128,121.6561,69.01,59,1,14.43,CN,1619831736
Luyang,27.6239,110.0989,75.47,66,62,4.18,CN,1619831736
Maraã,-1.8333,-65.3667,73.04,95,63,0.58,BR,1619831737
Russell,32.3502,-85.1999,73.4,55,20,6.91,US,1619831706
Muisne,0.6,-80.0333,75.88,90,100,4.38,EC,1619831738
Aldan,58.6031,125.3894,33.31,99,100,1.43,RU,1619831738
Maţāy,28.419,30.7792,79.2,14,0,10.16,EG,1619831738
Gwadar,25.1216,62.3254,85.05,51,93,9.4,PK,1619831739
Artyom,40.4723,50.333,53.6,100,0,4.61,AZ,1619831467
Shenjiamen,29.9576,122.298,63.82,80,100,12.12,CN,1619831739
Soldotna,60.4878,-151.0583,48.0,34,1,10.36,US,1619831739
Kapit,2.0167,112.9333,73.78,99,100,1.23,MY,1619831740
Chakwal,32.9334,72.8585,76.44,38,96,5.23,PK,1619831740
Alta Floresta,-9.8756,-56.0861,77.0,94,75,2.3,BR,1619831740
Ust'-Ilimsk,58.0006,102.6619,39.78,82,12,8.19,RU,1619831741
Kerema,-7.9631,145.7785,82.24,70,6,3.65,PG,1619831741
Cascais,38.6979,-9.4215,55.99,71,21,14.41,PT,1619831741
Henties Bay,-22.116,14.2845,57.0,91,0,1.99,NA,1619831742
Cairns,-16.9167,145.7667,84.0,61,40,12.66,AU,1619831742
Biaora,23.8667,76.9167,84.09,26,79,6.55,IN,1619831742
Lincoln,40.8,-96.667,78.8,29,1,6.91,US,1619831515
Tahoua,14.8888,5.2692,89.6,14,0,4.61,NE,1619831743
Pinega,64.7001,43.3936,32.9,83,100,3.22,RU,1619831743
Adrar,20.5022,-10.0711,77.63,42,96,4.45,MR,1619831743
Atkarsk,51.8718,45.0078,50.0,88,100,14.81,RU,1619831744
San Jose,37.3394,-121.895,68.0,59,90,17.27,US,1619831460
Pangoa,-12.1167,-73.0,66.9,87,8,2.55,PE,1619831744
Kazachinskoye,57.6953,93.2761,42.93,80,10,7.05,RU,1619831744
Abu Samrah,35.3029,37.1841,66.58,37,0,4.72,SY,1619831745
Akhmeta,42.0311,45.2075,57.2,82,40,2.3,GE,1619831745
Keti Bandar,24.1447,67.4497,82.71,75,100,14.41,PK,1619831745
Esperance,-33.8667,121.9,55.4,94,90,6.91,AU,1619831746
Bukoba,-1.3317,31.8122,69.8,83,75,5.39,TZ,1619831746
Abong Mbang,3.9833,13.1833,68.77,98,100,2.26,CM,1619831480
Nichinan,31.6,131.3667,69.8,73,75,2.3,JP,1619831746
Lively,46.4334,-81.1498,42.01,48,1,11.5,CA,1619831747
Wasilla,61.5814,-149.4394,48.2,29,1,6.04,US,1619831747
Sur,22.5667,59.5289,83.32,44,99,8.16,OM,1619831697
Sobolevo,54.4299,31.8996,39.54,83,100,11.27,RU,1619831747
Nome,64.5011,-165.4064,26.01,68,75,6.91,US,1619831484
Port-Cartier,50.0334,-66.8654,43.0,100,75,3.44,CA,1619831748
Vengerovo,55.6848,76.7471,36.72,94,100,20.49,RU,1619831748
Zhigansk,66.7697,123.3711,30.25,96,100,5.84,RU,1619831748
Clarence Town,-32.5833,151.7833,75.99,73,40,3.44,AU,1619831749
Souillac,-20.5167,57.5167,77.0,78,40,11.5,MU,1619831749
Glencoe,-28.1783,30.147,48.04,92,100,4.83,ZA,1619831749
Baft,29.234,56.6057,53.85,63,100,1.28,IR,1619831750
Chumikan,54.7183,135.315,31.84,95,100,12.55,RU,1619831750
Yumen,40.2833,97.2,70.36,9,100,3.74,CN,1619831751
Belyy Yar,53.6039,91.3903,39.2,87,0,2.15,RU,1619831739
Tura,25.5198,90.2201,78.89,50,7,3.8,IN,1619831751
Garden City,42.3256,-83.331,51.8,31,20,12.66,US,1619831619
Camopi,3.1655,-52.3158,72.21,98,100,2.98,GF,1619831751
Syamzha,60.0158,41.0614,35.65,97,100,8.86,RU,1619831752
Tula,54.2044,37.6111,47.84,94,100,7.07,RU,1619831502
Martí,22.9475,-80.9203,78.8,57,20,4.61,CU,1619831752
Ruteng,-8.6136,120.4721,73.42,64,26,1.83,ID,1619831753
Havelock,34.8791,-76.9013,73.99,43,45,3.0,US,1619831753
Tukan,53.8409,57.4552,33.96,87,32,5.53,RU,1619831753
Kota Tinggi,1.7381,103.8999,79.0,94,20,1.14,MY,1619831754
Mayo,38.8876,-76.5119,55.99,47,1,12.66,US,1619831754
Jatai,-17.8814,-51.7144,73.24,59,100,4.14,BR,1619831754
Simbahan,6.3032,120.5836,83.55,72,19,7.4,PH,1619831754
Tsimlyansk,47.6461,42.1019,50.32,91,89,8.48,RU,1619831755
Rehoboth,-23.3167,17.0833,52.43,40,0,7.38,NA,1619831755
Marsaxlokk,35.8419,14.5431,64.99,94,20,1.14,MT,1619831756
Naze,28.3667,129.4833,75.2,78,75,21.85,JP,1619831756
Menongue,-14.6585,17.691,62.33,89,99,1.43,AO,1619831756
Sisimiut,66.9395,-53.6735,33.94,84,100,1.83,GL,1619831756
Andenes,69.3143,16.1194,30.2,74,75,9.22,NO,1619831757
Biak,-0.9131,122.8766,82.98,66,59,2.98,ID,1619831757
Port Hueneme,34.1478,-119.1951,75.99,72,1,11.5,US,1619831546
Kenai,60.5544,-151.2583,46.4,36,1,11.5,US,1619831758
Nouadhibou,20.931,-17.0347,66.2,94,0,13.8,MR,1619831699
San Clemente,33.427,-117.612,75.99,57,56,1.99,US,1619831572
Suntar,62.1444,117.6319,37.2,95,100,6.42,RU,1619831758
Neiafu,-18.65,-173.9833,84.2,74,40,8.05,TO,1619831759
Bom Jardim,-7.7958,-35.5872,73.4,83,0,5.75,BR,1619831759
San Ramon,37.7799,-121.978,70.0,48,1,16.11,US,1619831759
Mikun',62.3547,50.0771,34.27,97,100,9.44,RU,1619831760
Nara,34.6851,135.8049,75.0,48,75,11.5,JP,1619831475
College,64.8569,-147.8028,37.99,44,75,13.8,US,1619831609
Linao,7.1678,124.9675,83.98,70,66,1.99,PH,1619831760
Kholm,59.2667,32.85,28.96,79,2,4.81,RU,1619831761
Porto Velho,-8.7619,-63.9039,75.2,88,0,1.79,BR,1619831761
Mamou,10.5,-12.0,76.44,62,100,3.44,GN,1619831761
Arrondissement d'Issoudun,47.0,1.8333,46.0,93,90,9.22,FR,1619831762
Voyvozh,62.892,54.9635,33.28,74,100,10.42,RU,1619831762
Khoy,38.5504,44.9535,58.35,73,100,3.11,IR,1619831762
Waingapu,-9.6567,120.2641,83.59,72,7,10.63,ID,1619831763
Ziarat,30.3823,67.7282,54.41,39,6,2.46,PK,1619831763
Manicoré,-5.8092,-61.3003,77.0,100,0,2.3,BR,1619831763
Stromness,58.965,-3.296,39.2,87,20,5.75,GB,1619831764
Basco,20.4487,121.9702,79.34,73,0,6.02,PH,1619831664
Karlshamn,56.1706,14.8619,37.0,93,20,2.3,SE,1619831764
Wanxian,30.8039,108.3897,78.75,65,0,3.6,CN,1619831765
Wagar,16.1525,36.2032,82.06,53,45,11.45,SD,1619831765
Montepuez,-13.1256,38.9997,66.97,99,41,2.39,MZ,1619831765
Yerbogachën,61.2767,108.0108,36.25,95,100,8.93,RU,1619831766
Hofn,64.2539,-15.2082,35.85,65,100,11.27,IS,1619831766
Richards Bay,-28.783,32.0377,64.72,83,100,14.12,ZA,1619831766
Impfondo,1.6381,18.0667,71.96,93,100,1.54,CG,1619831636
Mestia,43.0458,42.7278,40.96,87,100,1.9,GE,1619831767
Narasannapeta,18.4167,84.05,80.44,80,0,5.93,IN,1619831707
Hirado,33.3597,129.5531,66.2,77,75,10.36,JP,1619831767
San Vicente,-26.6167,-54.1333,56.75,63,0,2.82,AR,1619831706
Eenhana,-17.4667,16.3333,66.54,62,79,2.17,NA,1619831767
Groton,41.3501,-72.0784,55.4,38,1,19.57,US,1619831768
Claveria,18.6074,121.0832,84.7,61,92,1.86,PH,1619831768
Rocha,-34.4833,-54.3333,55.15,76,100,6.44,UY,1619831547
North Platte,41.1239,-100.7654,78.8,27,1,10.36,US,1619831701
Bandar-e Lengeh,26.5579,54.8807,80.6,74,61,4.61,IR,1619831769
Honolulu,21.3069,-157.8583,82.4,57,40,12.66,US,1619831488
Crixás,-14.5489,-49.9692,73.09,76,92,4.83,BR,1619831769
Black River,18.0264,-77.8487,80.6,69,20,2.3,JM,1619831769
Alofi,-19.0595,-169.9187,75.2,100,100,4.61,NU,1619831770
Inongo,-1.95,18.2667,72.66,91,100,4.56,CD,1619831770
Jacksonville,30.3322,-81.6556,82.4,57,75,6.91,US,1619831653
Aleksandrov Gay,50.147,48.5704,51.76,45,100,10.87,RU,1619831770
Paoua,7.2427,16.4406,72.09,83,100,6.78,CF,1619831771
Gold Coast,-28.0,153.4333,73.4,60,40,17.27,AU,1619831549
Aswān,24.0934,32.907,84.7,14,0,8.01,EG,1619831771
Chhātak,25.0333,91.6667,82.36,49,0,5.73,BD,1619831772
Sirte,31.2089,16.5887,84.54,19,3,16.73,LY,1619831772
Madison,34.7334,-86.5667,68.0,42,1,5.75,US,1619831728
Forestville,38.8451,-76.875,55.0,50,1,16.11,US,1619831772
Ndélé,8.4109,20.6473,79.92,50,100,6.78,CF,1619831773
Kolda,12.8833,-14.95,89.6,35,57,6.91,SN,1619831630
Palu,-0.8917,119.8707,83.03,74,90,2.04,ID,1619831773
Marsh Harbour,26.5412,-77.0636,77.81,73,22,5.06,BS,1619831774
Ust'-Karsk,52.7011,118.8077,49.78,47,6,2.93,RU,1619831774
Buchanan,5.8808,-10.0467,75.2,94,75,7.2,LR,1619831774
